customer_id,customer_name,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn
SC-20725,Steven Cartwright,188,11,5226.21,2,5,5,12,Loyal Customers,1
SC-20770,Stewart Carmichael,42,7,4492.657,4,4,5,13,Champions,0
SC-20800,Stuart Calhoun,31,4,279.25600000000003,4,2,1,7,Potential Loyalists,0
SC-20845,Sung Chung,132,2,280.632,2,1,1,4,At Risk,1
SD-20485,Shirley Daniels,201,9,6121.114,2,5,5,12,Loyal Customers,1
SE-20110,Sanjit Engle,10,11,12209.438000000002,5,5,5,15,Champions,0
SF-20065,Sandra Flanagan,60,7,763.5459999999999,3,4,1,8,Potential Loyalists,0
SF-20200,Sarah Foster,60,9,3422.7859999999996,3,5,4,12,Loyal Customers,0
SF-20965,Sylvia Foulston,49,9,3336.535,4,5,4,13,Champions,0
SG-20080,Sandra Glassco,9,3,3406.5809999999997,5,1,4,10,Loyal Customers,0
SG-20470,Sheri Gordon,184,8,1884.798,2,4,3,9,Potential Loyalists,1
SG-20605,Speros Goranitis,109,6,3124.832,2,3,4,9,Potential Loyalists,1
SG-20890,Susan Gilcrest,227,3,47.946,1,1,1,3,Lost Customers,1
SH-19975,Sally Hughsby,30,13,3406.8395,4,5,4,13,Champions,0
SH-20395,Shahid Hopkins,24,10,2180.718,5,5,3,13,Champions,0
SH-20635,Stefanie Holloman,766,2,2096.392,1,1,3,5,At Risk,1
SJ-20125,Sanjit Jacobs,96,12,3949.656,3,5,4,12,Loyal Customers,1
SJ-20215,Sarah Jordon,30,6,1341.036,4,3,2,9,Potential Loyalists,0
SJ-20500,Shirley Jackson,254,5,1318.776,1,2,2,5,At Risk,1
SK-19990,Sally Knutson,9,3,883.409,5,1,1,7,Potential Loyalists,0
SL-20155,Sara Luxemburg,71,7,3053.012,3,4,4,11,Loyal Customers,0
SM-20005,Sally Matthias,422,4,244.49399999999997,1,2,1,4,At Risk,1
SM-20320,Sean Miller,80,5,25043.05,3,2,5,10,Loyal Customers,0
SM-20905,Susan MacKendrick,607,1,1043.041,1,1,2,4,At Risk,1
SM-20950,Suzanne McNair,26,12,5563.392,5,5,5,15,Champions,0
SN-20560,Skye Norling,112,6,1860.418,2,3,3,8,Potential Loyalists,1
SN-20710,Steve Nguyen,80,7,3127.9592,3,4,4,11,Loyal Customers,0
SO-20335,Sean O'Donnell,30,6,2602.5755,4,3,3,10,Loyal Customers,0
SP-20545,Sibella Parks,328,6,1306.086,1,3,2,6,At Risk,1
SP-20620,Stefania Perrino,48,9,5440.319,4,5,5,14,Champions,0
SP-20650,Stephanie Phelps,387,9,1872.4360000000001,1,5,3,9,Potential Loyalists,1
SP-20860,Sung Pak,80,10,4282.94,3,5,5,13,Champions,0
SP-20920,Susan Pistek,71,6,3990.689,3,3,4,10,Loyal Customers,0
SR-20425,Sharelle Roach,9,5,3233.481,5,2,4,11,Loyal Customers,0
SR-20740,Steven Roelle,197,8,4345.8859999999995,2,4,5,11,Loyal Customers,1
SS-20140,Saphhira Shifley,16,8,1324.028,5,4,2,11,Loyal Customers,0
SS-20410,Shahid Shariari,111,6,3056.8070000000002,2,3,4,9,Potential Loyalists,1
SS-20515,Shirley Schmidt,492,3,613.4,1,1,1,3,Lost Customers,1
SS-20590,Sonia Sunley,433,6,418.49,1,3,1,5,At Risk,1
SS-20875,Sung Shariari,121,5,964.636,2,2,2,6,At Risk,1
ST-20530,Shui Tom,126,7,433.34000000000003,2,4,1,7,Potential Loyalists,1
SU-20665,Stephanie Ulpright,21,7,2595.364,5,4,3,12,Loyal Customers,0
SV-20365,Seth Vernon,102,10,11470.949999999999,3,5,5,13,Champions,1
SV-20785,Stewart Visinsky,321,9,4105.305,1,5,4,10,Loyal Customers,1
SV-20815,Stuart Van,77,4,1271.0900000000001,3,2,2,7,Potential Loyalists,0
SV-20935,Susan Vittorini,3,8,1903.491,5,4,3,12,Loyal Customers,0
SW-20245,Scot Wooten,82,7,1085.078,3,4,2,9,Potential Loyalists,0
SW-20275,Scott Williamson,31,6,1966.65,4,3,3,10,Loyal Customers,0
SW-20350,Sean Wendt,163,3,1019.044,2,1,2,5,At Risk,1
SW-20455,Shaun Weien,163,7,2921.544,2,4,4,10,Loyal Customers,1
SW-20755,Steven Ward,535,2,758.6959999999999,1,1,1,3,Lost Customers,1
SZ-20035,Sam Zeldin,36,11,3625.329,4,5,4,13,Champions,0
TA-21385,Tom Ashbrook,70,4,14595.62,3,2,5,10,Loyal Customers,0
TB-21055,Ted Butterfield,120,5,1467.881,2,2,2,6,At Risk,1
TB-21175,Thomas Boland,59,4,3589.296,3,2,4,9,Potential Loyalists,0
TB-21190,Thomas Brumley,50,4,816.1740000000001,4,2,1,7,Potential Loyalists,0
TB-21250,Tim Brockman,350,7,1602.376,1,4,2,7,Potential Loyalists,1
TB-21280,Toby Braunhardt,584,6,2198.45,1,3,3,7,Potential Loyalists,1
TB-21355,Todd Boyes,147,5,834.328,2,2,1,5,At Risk,1
TB-21400,Tom Boeckenhauer,203,7,9133.99,2,4,5,11,Loyal Customers,1
TB-21520,Tracy Blumstein,108,9,4737.486,2,5,5,12,Loyal Customers,1
TB-21595,Troy Blackwell,286,5,1387.559,1,2,2,5,At Risk,1
TB-21625,Trudy Brown,31,9,2797.668,4,5,4,13,Champions,0
TC-20980,Tamara Chand,400,5,19052.218,1,2,5,8,Potential Loyalists,1
TC-21145,Theresa Coyne,107,1,1038.26,2,1,2,5,At Risk,1
TC-21295,Toby Carlisle,28,8,4266.812,4,4,4,12,Loyal Customers,0
TC-21475,Tony Chapman,154,9,1244.976,2,5,2,9,Potential Loyalists,1
TC-21535,Tracy Collins,5,7,742.5580000000001,5,4,1,10,Loyal Customers,0
TD-20995,Tamara Dahlen,38,9,1434.5480000000002,4,5,2,11,Loyal Customers,0
TG-21310,Toby Gnade,338,5,3058.372,1,3,4,8,Potential Loyalists,1
TG-21640,Trudy Glocke,115,4,2074.661,2,2,3,7,Potential Loyalists,1
TH-21100,Thea Hendricks,345,5,2422.824,1,3,3,7,Potential Loyalists,1
TH-21115,Thea Hudgings,59,4,2942.772,3,2,4,9,Potential Loyalists,0
TH-21235,Tiffany House,118,8,1022.201,2,4,2,8,Potential Loyalists,1
TH-21550,Tracy Hopkins,73,7,4234.0960000000005,3,4,4,11,Loyal Customers,0
TM-21010,Tamara Manning,104,8,2955.2259999999997,3,4,4,11,Loyal Customers,1
TM-21490,Tony Molinari,131,3,1094.6779999999999,2,1,2,5,At Risk,1
TN-21040,Tanja Norvell,91,7,3130.221,3,4,4,11,Loyal Customers,1
TP-21130,Theone Pippenger,9,9,4454.0560000000005,5,5,5,15,Champions,0
TP-21415,Tom Prescott,105,5,5329.0048,2,3,5,10,Loyal Customers,1
TP-21565,Tracy Poddar,351,4,1936.6399999999999,1,2,3,6,At Risk,1
TR-21325,Toby Ritter,194,5,675.9419999999999,2,3,1,6,At Risk,1
TS-21085,Thais Sissman,358,2,4.833,1,1,1,3,Lost Customers,1
TS-21160,Theresa Swint,505,6,2163.6240000000003,1,3,3,7,Potential Loyalists,1
TS-21205,Thomas Seio,199,7,5371.09,2,4,5,11,Loyal Customers,1
TS-21340,Toby Swindell,227,5,974.7819999999999,1,3,2,6,At Risk,1
TS-21370,Todd Sumrall,37,6,11891.751,4,3,5,12,Loyal Customers,0
TS-21430,Tom Stivers,173,5,2054.14,2,3,3,8,Potential Loyalists,1
TS-21505,Tony Sayre,12,6,2243.274,5,3,3,11,Loyal Customers,0
TS-21610,Troy Staebel,56,7,2820.424,3,4,4,11,Loyal Customers,0
TS-21655,Trudy Schmidt,239,5,3368.094,1,3,4,8,Potential Loyalists,1
TT-21070,Ted Trevino,32,7,4915.602,4,4,5,13,Champions,0
TT-21220,Thomas Thornton,184,8,1427.0439999999999,2,4,2,8,Potential Loyalists,1
TT-21265,Tim Taslimi,407,3,439.5,1,1,1,3,Lost Customers,1
TT-21460,Tonja Turnell,13,7,5364.808,5,4,5,14,Champions,0
TW-21025,Tamara Willingham,65,7,5278.826,3,4,5,12,Loyal Customers,0
TZ-21580,Tracy Zic,36,4,1707.286,4,2,2,8,Potential Loyalists,0
VB-21745,Victoria Brennan,55,6,2005.596,3,3,3,9,Potential Loyalists,0
VD-21670,Valerie Dominguez,582,6,6442.254,1,3,5,9,Potential Loyalists,1
VF-21715,Vicky Freymann,14,5,847.944,5,3,1,9,Potential Loyalists,0
VG-21790,Vivek Gonzalez,155,6,846.01,2,3,1,6,At Risk,1
VG-21805,Vivek Grady,287,5,427.372,1,3,1,5,At Risk,1
VM-21685,Valerie Mitchum,55,7,2454.866,3,4,3,10,Loyal Customers,0
VM-21835,Vivian Mathis,118,5,380.69,2,3,1,6,At Risk,1
VP-21730,Victor Preis,31,3,993.9019999999999,4,1,2,7,Potential Loyalists,0
VP-21760,Victoria Pisteka,76,7,3360.526,3,4,4,11,Loyal Customers,0
VS-21820,Vivek Sundaresam,222,4,1055.981,2,2,2,6,At Risk,1
VT-21700,Valerie Takahito,1001,2,1736.596,1,1,2,4,At Risk,1
VW-21775,Victoria Wilson,29,10,6134.0380000000005,4,5,5,14,Champions,0
WB-21850,William Brown,21,11,6160.102,5,5,5,15,Champions,0
XP-21865,Xylona Preis,44,11,2374.658,4,5,3,12,Loyal Customers,0
YC-21895,Yoseph Carroll,5,5,5454.35,5,3,5,13,Champions,0
YS-21880,Yana Sorensen,10,8,6720.4439999999995,5,4,5,14,Champions,0
ZC-21910,Zuschuss Carroll,55,13,8025.707,3,5,5,13,Champions,0
ZD-21925,Zuschuss Donatelli,203,5,1493.944,2,3,2,7,Potential Loyalists,1
